Question,Option_1,Option_2,Option_3,Option_4,Option_5,RC,year
177. En relación con la principal función de las siguientes vías metabólicas se puede afirmar que la:,1. Gluconeogénesis en el músculo controla el nivel de glucosa en sangre.,2. Ruta de las pentosas fosfato proporciona NADH para procesos biosintéticos.,3. Función de la glucogenogénesis es la formación de reservas energéticas en el riñón.,4. Degradación de ácidos grasos proporciona energía vía formación de NADH y FADH2.,5. Función del ciclo del ácido cítrico es la fijación del CO2 en carbohidratos.,4,2006
178. Libera mayor cantidad de energía utilizable por mol de glucosa el proceso de la:,1. Respiración aerobia en una célula muscular.,2. Fermentación en una célula de levadura.,3. Glicólisis en una célula hepática.,4. Formación de ácido láctico en el músculo.,5. Síntesis de glucógeno en el hígado.,1,2006
179. Se oxida completamente en el ciclo del ácido cítrico:,1. α-cetoglutarato.,2. succinato.,3. citrato.,4. acetil-CoA.,5. Oxalacetato.,4,2006
180. Las hormonas glucagón y adrenalina tienen en común:,1. Activar la degradación de glucógeno en hígado y músculo.,2. Facilitar la entrada de glucosa en todas las células del organismo.,3. Activar por fosforilación la acetil-CoA carboxilasa y con ello la síntesis de ácidos grasos.,4. Liberarse a la sangre siempre bajo las mismas condiciones fisiológicas.,5. Activar la glicólisis.,1,2006
"181. En organismos superiores, las siguientes vías metabólicas ocurren en el citosol, a EXCEPCIÓN de:",1. Glucogenolisis.,2. Síntesis de ácidos grasos.,3. β-oxidación.,4. Glicólisis.,5. Ruta de las pentosas fosfato.,3,2006
182. Cuando abunda acetil-CoA:,1. Se activa la fosfoenolpiruvato carboxiquinasa.,"2. Si los niveles de ATP son bajos, el oxalacetato se dirige a la gluconeogénesis.",3. Se activa la fosfofructoquinasa-1.,4. Se activa el ciclo del ácido cítrico sean cuales sean los niveles de ATP.,5. Se activa la piruvato carboxilasa.,5,2006
"183. Para los seres humanos, los aminoácidos esenciales son:",1. Todos los proteicos.,2. Los no proteicos.,3. Los que no son sustrato de ninguna transaminasa.,4. Los covalentemente modificados.,5. Los que no pueden sintetizar.,5,2006
184. El catabolismo de los ácidos grasos:,1. Requiere condiciones aerobias.,2. No utiliza Coenzima A.,3. En células eucariotas ocurre en el citosol.,4. La carnitina no interviene en el proceso.,5. Necesita poder reductor.,1,2006
185. El transporte a tr avés de membranas biológicas:,1. Siempre consume ATP.,2. Puede generar una diferencia de potencial a ambos lados de la membrana.,3. Sólo ocurren en las membranas plasmáticas.,4. Nunca es posible para iones.,5. Nunca se da por libre difusión.,2,2006
186. Las membranas biológicas:,1. Sólo contienen fosfolípidos.,2. Son asimétricas.,"3. Siempre están en estado fluido, independientemente de la temperatura.",4. Son atravesadas por proteínas integrales gracias a la estructura β que éstas poseen.,"5. Los lípidos se mueven en ellas, pero no las proteínas.",2,2006
"187. Los siguientes transportadores electrónicos intervienen en la cade na respiratoria mitocondrial, EXCEPTO:",1. Citocromo c.,2. Ubiquinona.,3. Plastocianina.,4. Flavin mononucleótido (FMN).,5. Proteínas ferrosulfuradas.,3,2006
188. De la ruta de los fosfatos de pentosa se puede afirmar que:,"1. Tiene lugar fundamentalmente en el músculo, donde glucosa-6-fosfato es abundante.","2. En la fase oxidativa produce NADPH, imprescindible para la gluconeogénesis.",3. Produce desoxirribosa 5-fosfato para la biosíntesis de DNA.,4. Las pentosas se reorga nizan para dar hexosas en la fase no oxidativa.,5. Las transaldolasas transfieren un carbono de una cetosa a una aldosa.,4,2006
189. El proceso de la β-oxidación de los ácidos grasos:,1. Requiere condiciones aerobias.,2. No utiliza Coenzima A.,3. Sólo ocurre en organismos que poseen mitocondrias.,4. Es especialmente activo en condiciones de buena nutrición.,5. Nada de lo anterior es cierto.,1,2006
"190. La constante de Michaelis-Menten, K m:",1. Es constante para una enzima sea cual sea el sustrato sobre el que actúe.,2. Nunca depende del pH del medio de reacción.,3. Tiene unidades de concentración.,4. Varía con la concentración de sustrato.,5. Nos informa del poder catalítico del enzima.,3,2006
191. En relación con la cadena lateral de los aminoácidos:,1. His tiene un grupo amino.,2. Cys es apolar.,3. Phe es aromática.,4. Ala es ionizable.,5. Met contiene un grupo tiol.,3,2006
192. La hemoglobina (Hb) y la mioglobina (Mb) difieren en que:,1. La Hb es monomérica mientras que la Mb es oligomérica.,2. La Hb une el oxígeno más fuertemente que la Mb a cualquier concentración de éste.,"3. El 2,3 BPG aumenta la afinidad de la Hb por el oxígeno.",4. El coeficiente de Hill de la unión del oxígeno es menor para la Hb que para la Mb.,5. La unión del oxígeno a la Hb depende de la concentración de H+ y CO2 y la de Mb no.,5,2006
193. Respecto a la estructura  del DNA:,1. Contiene el azúcar fructosa.,2. Las bases nitrogenadas se orientan hacia el exterior.,3. Los monómeros componentes están unidos por enlaces glicosídicos.,4. Está estabilizada por puentes de hidrógeno entre cadenas diferentes.,5. En procariotas es una única cadena lineal.,4,2006
194. Cuando un enzima cataliza una determinada reacción:,1. El enzima no se modifica y puede reutilizarse.,2. El enzima no se modifica pero pierde su actividad catalítica.,3. Siempre requiere la participación de cofactores.,4. El enzima se desnaturaliza para facilitar la unión con el sustrato.,5. Siempre se requiere suministrar energía a la reacción.,1,2006
195. La representación de Ramachandran:,1. Permite predecir el ángulo de rotación del enlace C-N.,2. Describe la estructura terciaria de un polipéptido.,3. Permite describir las estructuras que son estéricamente posibles.,4. Se aplica sólo a cadenas de aminoácidos D.,5. Varía con el peso molecular de la proteína.,3,2006
196. Son especialmente abundantes en proteínas fibrosas:,1. Gly y Ala.,2. Glu y Gln.,3. Ser y Leu.,4. Cys y Thr.,5. Cys y Tyr.,1,2006
197. El fragmento S1 obtenido por digestión de la miosina está constituido por:,1. Meromiosina ligera.,2. Meromiosina pesada.,3. Dominio de cola.,4. Dominio de cabeza.,5. Fragmento del dominio de cola.,4,2006
198. Son diasteroisómeros:,1. Galactosa y Sorbosa.,2. Xilosa y Xilulosa.,3. Eritrosa y Eritrulosa.,4. Ribosa y Ribulosa.,5. Treosa y Eritrosa.,5,2006
199. El grupo hidroxilo del colesterol está en el carbono:,1. 3.,2. 7.,3. 19.,4. 21.,5. 27.,1,2006
200. La principal proteína periférica de la membrana eritrocitaria es:,1. Aducina.,2. Gluforina.,3. Actina.,4. Espectrina.,5. Gliceraldehido-3-P-DH.,4,2006
201. Las serinproteasas actúan en:,1. Enlaces en que interviene un resto Pro.,2. Enlaces en que interviene un resto Tyr.,3. Enlaces en que interviene un resto Ser.,4. Secuencias con D aminoácidos.,5. Enlaces en que el carboxilo lo aportan determinados aminoácidos.,5,2006
202. El efecto Pasteur se refiere a:,1. Inhibición de la glucólisis por oxígeno.,2. Activación de la fosfofructoquinasa por oxígeno.,3. Consumo de ATP en medio aerobio.,4. Activación de piruvatoquinasa por ATP.,"5. Activación de piruvatoquinasa por fructosa1,6-bisfosfato.",1,2006
"203. En la glucólisis, en una reacción de fosforilación a nivel de sustrato se forma:",1. Dihidroxiacetona-P.,2. Gliceraldehido-3-P.,3. 2-P-Glicerato.,4. 3-P-Glicerato.,"5. 1,3-Bisfosfoglicerato.",4,2006
204. El CoA deriva metabólicamente de:,1. Ácido Lipoico.,2. Ribitol.,3. NAD+.,4. ATP.,5. FADH2.,4,2006
"205. En la ruta de las pentosas fosfato, el balance neto de la fase oxidativa es:",1. 1 NADH y 1 ATP.,2. 2 NADH y 1 ATP.,3. 2 NADH.,4. 1 NADH y 2 ATP.,5. 2 NADH y 2 ATP.,0,2006
206. Forma parte del complejo IV de la cadena respiratoria:,1. Citocromo a.,2. Citocromo b.,3. Citocromo c1.,4. Coenzima Q.,5. Succinato DH.,1,2006
207. Las proteínas más abundantes en las lipoproteínas de alta densidad son:,1. Apo A.,2. Apo B.,3. Apo C.,4. Apo D.,5. Apo E.,1,2006
"208. En la beta-oxidación, el AcCoA se libera por acción de:",1. Carnitina aciltransferasa.,2. Acil-CoA deshidrogenasa.,3. Enoil-CoA hidratasa.,4. 3-hidroxiacil-CoA deshidrogenasa.,5. Beta-cetotiolasa.,5,2006
"209. En el ciclo de Krebs-Henseleit, la incorporación de carbamoil fosfato da lugar a:",1. Aspartato.,2. Argininosuccinato.,3. Ornitina.,4. Arginina.,5. Citrulina.,5,2006
210. En el metabolismo de la homocisteína interviene como coenzima la vitamina B12 en forma de:,1. Hidroxicobalamina.,2. 5’ adenosilcobalamina.,3. Cianocobalamina.,4. Metilcobalamina.,5. Corrina.,4,2006
211. En la meiosis se forman los bivalentes o tetradas en la fase de:,1. Leptoteno.,2. Cigoteno.,3. Paquiteno.,4. Diploteno.,5. Diacinesis.,3,2006
"212. Durante la espermatogénesis, la meiosis I ocurre en:",1. Espermatogonias.,2. Espermatocito primario.,3. Espermatocito secundario.,4. Espermátides.,5. Espermatozoides.,2,2006
213. Los genes potenciadores de la transcripción o “enhancers” se localizan:,1. Siempre externamente al gen que regulan.,2. Siempre internamente en los genes regulados.,3. Adyacentes a los genes que regulan.,4. Adyacentes al promotor.,5. En posición 5’ o 3’ del inicio de transcripción.,5,2006
214. La poliadenilación del ARNm ocurre:,1. En el extremo 5’.,2. En el extremo UTR3’.,3. Inmediata al codón de terminación.,4. En el citoplasma.,5. En el retículo endoplásmico rugoso.,2,2006
215. El ADN mitocondrial humano:,1. Es lineal.,2. Contiene intrones.,3. Tiene aproximadamente 160 kilobases.,4. Tiene aproximadamente 160.000 kilobases.,5. Está en múltiples copias por mitocondria.,5,2006
216. Para averiguar la cantidad de ARNm de un gen causante de una patología utilizaría la técnica de:,1. Southern blot.,2. Northern blot.,3. Western blot.,4. PCR.,5. Cromatografía líquida de alta presión.,2,2006
217. Un “microchip” de ADN tiene enlazados oligonucleótidos de:,1. ADN.,2. ADN marcado.,3. cDNA marcado.,4. ARN marcado.,5. ARN.,1,2006
218. Una biblioteca de ADN genómico:,1. Es función del tejido utilizado.,2. Consiste en el ADN codificante.,3. No contiene intrones.,4. Carece de fragmentos solapantes.,5. Se obtiene tras digestión parcial del ADN.,5,2006
219. La producción de anticuerpos se produce por:,1. Recombinación meiótica.,2. Recombinación mitótica fetal.,3. Recombinación mitótica somática.,4. Procesamiento “splicing” diferencial.,5. Alteración post-traduccional.,0,2006
220. El mecanismo más frecuente que induce la conversión del proto-oncogén ras en oncogén es la:,1. Amplificación génica.,2. Mutación puntual en la región codificante.,3. Alteración del promotor.,4. Translocación.,5. Deleción.,2,2006
221. ¿Cuál de las siguientes translocaciones se observa en la leucemia mieloide crónica?:,1. t(4;11).,2. t(8;21).,3. t(9;22).,4. t(14;22).,5. t(15;17).,3,2006
"222. El gen de la telomerasa, activo en muchas células tumorales codifica:",1. Una ribonucleoproteína.,2. ARN polimerasa.,3. ADN polimerasa.,4. Un enzima que rompe los telómeros.,5. Una ligasa.,0,2006
223. El mecanismo habitual de  alteración de la segunda alteración del gen supresor del tumor RB es:,1. Mutación.,2. Amplificación.,3. Inserción.,4. Translocación.,5. Pérdida de heterocigosidad.,5,2006
224. El término dominancia incompleta se aplica a los fenotipos de:,1. Heterocigotos más débiles que los de homocigotos dominantes.,2. Heterocigotos iguales a los de homocigotos recesivos.,3. Homocigotos dominantes con expresión débil.,4. Homocigotos dominantes sin expresión diferencial.,5. Homocigotos recesivos con expresión débil de carácter dominante.,1,2006
225. El coeficiente de endogamia es la probabilidad de ser:,1. Heterocigoto.,2. Homocigoto.,3. Homocigoto por descendencia.,4. Heterocigoto por descendencia.,5. Homocigoto recesivo.,3,2006
226. Los alelos que aparecen con frecuencia menor al 1% en la población son:,1. Variantes raras.,2. Polimorfismos.,3. SNPs.,4. Monomorfismos.,5. Mutaciones.,1,2006
227. Los loci microsatélites se caracterizan porque sus unidades de repetición:,1. Son menores de 7 pares de bases.,2. Son mayores de 7 pares de bases.,3. Son dispersas.,4. Se localizan cerca de los telómeros.,5. Se localizan en los centrómeros.,1,2006
228. Mosaicismo y quimerismo:,1. Son aneuploides en todas las células.,2. Derivan de un único cigoto.,3. Derivan de la fusión de dos cigotos.,4. Contienen más de una línea celular.,5. Son heterocigotos en todos sus genes.,4,2006
229. El efecto de una nulisomía autosómica es:,1. Preimplantación letal.,2. Desarrollo embrionario letal.,3. Desarrollo fetal letal.,4. Muerte postnatal.,5. Defectos leves.,1,2006
230. Puede contribuir con mayor probabilidad a la formación de una triploid ía la fecundación de un óvulo:,1. Haploide por dos espermatozoides haploides.,2. Diploide por un espermatozoide.,3. Haploide por un espermatozoide diploide.,4. Endomitótico por un espermatozoide haploide.,5. Haploide por un espermatozoide endomitótico.,1,2006
231. Es de origen poligénico el/la:,1. Enfisema hereditario.,2. Anemia falciforme.,3. Síndrome de Marfan.,4. Espina bífida.,5. Mucoviscidosis.,4,2006
232. ¿En cuál de los siguientes tipos se clasifica la fibrosis quística?:,1. Estructura de células y órganos.,2. Transporte.,3. Almacenamiento.,4. Homeostasis celular.,5. Comunicación intercelular.,2,2006
233. Indique el modelo de herencia del tumor de Wilms:,1. Autosómica dominante.,2. Autosómica recesiva.,3. Ligada al X dominante.,4. Ligada al X recesiva.,5. Ligada al cromosoma Y.,2,2006
234. La alteración de cuál de las siguientes moléculas puede ser causa de hiperfenilalaninemia:,1. Dihidropteridina reductasa.,2. Iduronato sulfatasa.,3. Metilcobalamina.,4. Subunidad 6 de ATPasa.,5. Porfobilinógeno.,1,2006
235. La causa más frecuente de talasemias alfaglobina es:,1. Mutación en el promotor.,2. Deleción.,3. Mutaciones en regiones de “splicing”.,4. Mutación en el codón de inicio de la traducción.,5. Mutación en el codón de parada de la traducción.,2,2006
236. Un cromosoma metafásico está formado por:,1. Una molécula de cromatina superenrrollada en proceso de síntesis.,2. Dos cromátidas hermanas unidas por un centrómero.,3. Una secuencia de ADN que codifica para productos funcionales.,4. Dos cromátidas homólogas en proceso de sobrecruzamiento.,5. Una cromátida paterna unida a una cromátida materna.,2,2006
237. Un locus se define como:,1. Distintos alelos de un gen homólogo.,2. Posición ocupada por genes contenidos en autosomas no homólogos.,3. Formas alternativas de genes homólogos situados en cromosomas diferentes.,4. Lugar donde se produce el sobrecruzamiento en la meiosis.,5. Posición ocupada por un gen en un cromosoma.,5,2006
238. El código genético es degenerado porque:,1. Un codón determina un solo aminoácido.,2. Un codón determina más de un aminoácido.,3. Varios aminoácidos son determinados por un solo codón.,4. Varios codones determinan para un solo aminoácido.,5. A cada codón le corresponde un solo ARNm.,4,2006
239. La no disyunción en la meiosis humana puede producirse en:,1. Anafase I y II.,2. Profase I y II.,3. Anafase I y Profase II.,4. Profase I y Anafase II.,5. Anafase I.,1,2006
"240. La fórmula cromosómica 46,X,i(Xq) se corresponde con el cariotipo de una mujer con:",1. Una inversión en el brazo largo del cromosoma X.,2. Alteración estructural en el brazo q del cromosoma X.,3. Un isocromosoma del brazo largo del cromosoma X.,4. Una deleción parcial del brazo corto del cromosoma X.,5. Trisomía Xp.,3,2006
241. En el testículo humano la FSH y la LH se unen en:,1. Espermatogonias.,"2. Espermatogonias y espermatocitos primarios, respectivamente.",3. Células de Sertoli.,"4. Espermátides maduras y espermatozoides, respectivamente.","5. Células de Sertoli y de Leyding, respectivamente.",5,2006
242. Participa en el reclutamiento de los folículos precursores que comenzarán el desarrollo preovulatorio:,1. LH.,2. Hormona liberadora de gonadotropinas (GnRh).,3. FSH.,4. Testosterona.,5. Prolactina.,3,2006
243. ¿Qué incremento hormonal sérico en forma de pico reinicia la meiosis ovocitaria y posterior desencadenamiento de la ovulación?:,1. FSH.,2. Hormona liberadora de gonadotropinas (GnRh).,3. LH.,4. Testosterona.,5. Dihidrotestosterona.,3,2006
244. ¿En qué estadio meiótico se encuentra el ovocito tras la descarga de LH?:,1. Segunda metafase.,2. Diplotene de la primera profase.,3. Diplotene de la segunda profase.,4. Primera metafase.,5. Primera anafase.,1,2006
245. ¿Qué característica determina el uso de soluciones de Percoll para realizar gradientes de densidad en selección espermática?:,1. Es altamente viscoso.,2. Es un tampón fisiológico regulador de la movilidad espermática.,3. Es iso-osmótico en los diferentes gradientes.,4. Elimina especies reactivas de oxígeno del medio.,5. Favorece la unión al oocito.,3,2006
246. ¿Cuántos espermatozoides por óvulo son necesarios para realizar la técnica de fecundación “in vitro” con ICSI?:,1. Solamente 1.,2. Entre 10 y 100.,3. Entre 100 y 1000.,4. Entre 1000 y 50.000.,5. Entre 50.000 y 100.000.,1,2006
"247. La mayoría de los prezigotos con 3 pronúcleos tras fecundación “in vitro” mediante ICSI, son debidos a:",1. Fecundación de un ovocito diploide (diginia).,2. Fecundación dispérmica de un ovocito haploide (diandria).,3. Cariocinesis prematura del pronúcleo materno.,"4. Incorrecta finalización meiótica del ovocito, por ausencia de extrusión del segundo copúsculo polar.",5. No existen prezigotos con 3 pronúcleos.,4,2006
248. En un ritmo de división normalizado. ¿Cuál será el estadio de desarrollo que se encuentre un embrión cultivado “in vitro” tras aproximadamente 120 horas postinseminación?:,1. Entre 2 y 4 células.,2. Entre 7 y 8 células.,3. Entre 12 y 16 células.,4. En morula.,5. En blastocisto.,5,2006
249. La detección por primera vez de β-HCG en la sangre materna es:,1. Tras la fecundación.,2. Tras la activación del genoma embrionario.,3. Una vez formado el embrioblasto.,4. Un día después de la implantación.,5. Diez días después de ausencia de menstruación.,4,2006
250. La producción de progesterona plasmática materna en las primeras semanas de gestación proviene de:,1. El embrión tras la implantación.,2. El cuerpo lúteo.,3. El cuerpo albicans.,4. Las células ciliadas endometriales.,5. La hipófisis.,2,2006
251. Las terminaciones n erviosas preganglionares:,1. Liberan acetilcolina.,2. Son exclusivas del sistema nervioso parasimpático.,3. Liberan noradrenalina.,4. Se originan en el ganglio espinal.,5. Son estimuladas retrógradamente por la neurona postganglionar.,1,2006
252. El coeficiente de sedimentación de las macromoléculas biológicas se expresa en:,1. Unidades S (Svedberg).,2. Torr.,3. Nanómetros.,4. Da (Daltons).,5. Micras.,1,2006
253. Helicobacter pylori es una bacteria:,1. Aerobia estricta.,2. Anaerobia estricta.,3. Microaerófila.,4. Aerobia facultativa.,5. Anaerobia aerotolerante.,3,2006
254. Está íntimamente ligada al receptor del linfocito T:,1. CD80 (B7.1).,2. CD86 (B7.2).,3. CD3.,4. CD28.,5. CD62L.,3,2006
255. Los viriones de los retrovirus poseen:,"1. Varias moléculas de RNA, cada una de las cuales genera una sola proteína específica.",2. Una sola molécula de RNA bicatenario.,3. Dos moléculas de RNA monocatenario idénticas.,4. Una cadena de RNA y otra de DNA apareadas.,5. Una molécula de DNA bicatenario.,3,2006
256. Si el percentil 95 de la talla de los recién nacidos de una determinada población es 55 cm. el:,1. 95% mide más de 55 cm.,2. 5% mide más de 55 cm.,3. 95% mide 55 cm.,4. 5% mide 55 o más cm.,5. 95% mide 55 o más cm.,2,2006
257. Las proteínas G tienen:,1. Estructura tetramérica.,2. Ácido mirístico en la subunidad α.,3. Actividad GTPasa en la subunidad β.,4. Estructura altamente conservada entre tejidos.,5. Una cadena isoprenoide en la subunidad β.,2,2006
258. La heteroplasmia consiste en:,1. Variación en la expresión de un gen.,2. Penetrancia incompleta.,3. Mosaicismo.,4. Manifestación de la pleiotropía.,5. Heterogeneidad del ADN mitocondrial.,5,2006
259. Con respecto a la glicolisis y la gluconeogénesis:,1. No hay ningún intermediario de cinco carbonos.,2. Pueden tener lugar simultáneamente.,3. La regulación conjunta de las dos rutas tiene lugar en los enzimas comunes a ambas.,4. Hexoquinasa fosforila específicamente glucosa.,5. Los intermediarios estan fosforilados para evitar su salida de la mitocondria.,0,2006
260. ¿En qué etapa de la meiosis se encuentran suspendidos los ovocitos primarios?:,1. Profase I.,2. Metafase I.,3. Anafase I.,4. Telofase I.,5. Meiosis II.,1,2006
