Año,Num Q,RC,Enunciado
2022,77,2,"77. BT es una paciente mayor que presenta diabe- tes mellitus tipo 2 en tratamiento con metfor-mina y dapagliflozina, pero no es muy adheren- te. ¿Cuál de las siguientes complicaciones NO  esperaríamos encontrar en ella?:    1=> Otitis externa maligna que curse con otalgia y  otorrea.  2=> Estado de hiperosmolaridad plasmática, aci- dosis metabólica y elevación de cuerpos cetó-nicos.  3=> Polineuropatía distal simétrica.  4=> Edema macular con reducción de la agudeza  visual.   "
2022,78,3,"78. Acerca de las hemorragias digestivas, señale la  afirmación correcta:    1=> Es esperable un descenso de la frecuencia  cardiaca, una disminución de la presión arte- rial, y un descenso de la hemoglobina.  2=> La hematemesis es típica de hemorragias  digestivas de tubo alto y las melenas de las  hemorragias de tubo digestivo bajo.  3=> La hematoquecia puede tener lugar tanto en  hemorragias de tubo digestivo alto como en  hemorragias de tubo digestivo bajo, si bien es más frecuente en las segundas.  4=> La elevación de nitrógeno ureico en sangre es  característica de hemorragias de colon debido a la absorción de las proteínas plasmáticas  procedentes del sangrado.                   "
2022,79,4," 79. MS es una mujer de 28 años que acude a con- sulta con múltiples úlcer as en la boca, fatiga  importante, eritema facial, y dolor articular. Se  sospecha entonces de un Lupus Eritematoso  Sistémico (LES). ¿Cuál de los siguientes enfo-ques es correcto?:    1=> Si en una analítica los anticuerpos antipéptido  citrulinado salieran positivos, la sospecha de  LES se afianzaría.  2=> El uso de anticuerpos anti-interleucina 2 en  estos pacientes mejora  la sintomatología.  3=> El síndrome de Behçet es una forma específi- ca de LES con afectación fundamentalmente  renal.  4=> Una característica esperable en esta paciente  sería la detección de niveles bajos de factores  del complemento.   "
2022,80,4,80. no me importa de fármaco y mecanismo de acción es INCO- RRECTA?:   1=> Trazodona - Antagonist a del receptor 5-HT 2  2=> Venlafaxina - Inhibido r de la recaptación de  serotonina y noradrenalina (IRSN).  3=> Escitalopram - Inhibidor selectivo de la re- captación de serotonina (ISRS).  4=> Bupropión - Inhibidor de la monoaminooxi- dasa (IMAO).   
2022,81,1,81=> ¿Cuál de los siguientes fármacos para el trata- miento de la esclerosis múltiple puede producir rubor facial al inicio  del tratamiento?:    1=> Dimetilfumarato.  2=> Teriflunomida.  3=> Natalizumab.  4=> Alemtuzumab.   
2022,82,2,82=> Pramipexol se utiliza para el tratamiento de:    1=> Miastenia gravis.  2=> Enfermedad de Parkinson.  3=> Esclerosis múltiple.  4=> Enfermedad de Alzheimer.   
2022,83,1,"83=> ¿Cuál de los siguientes fármacos se utiliza como  hipnótico, por sus propiedades sedantes y bajo  riesgo de dependencia, en las personas de edad  avanzada?:    1=> Trazodona.  2=> Diazepam.  3=> Bupropión.  4=> Duloxetina.   "
2022,84,3,84=> ¿Cuál de los siguientes anticuerpos monoclona- les se utiliza para la pr ofilaxis de la migraña?:    1=> Belimumab.  2=> Vedolizumab.  3=> Galcanezumab.  4=> Evolocumab
2022,85,2, 85. ¿Cuál de las siguientes afirmaciones es correcta  con relación al tratamiento de la enfermedad pulmonar obstructiv a crónica (EPOC)?:     1=> El efecto secundario más frecuente de los  agonistas muscarínicos anticolinérgicos es la  sequedad bucal.  2=> La utilización prolongada de corticoides inha- lados se ha asociado con candidiasis orofarín- gea y pérdida de densidad ósea.  3=> Se recomienda el uso continuado de corticoi- des orales debido a su buen perfil de seguri- dad.  4=> El papel principal de los corticoides inhalados  es emplearse como tratamiento agudo de las  exacerbaciones.   
2022,86,2,"86. Se presenta el caso de un paciente con enferme- dad renal crónica en diá lisis peritoneal y trata- miento con agentes estimulantes de la eritropo- yesis. ¿Cuál de las siguientes afirmaciones es  correcta?:     1=> No es importante conocer las reservas férricas  en médula ósea para asegurar una respuesta adecuada al tratamien to con agentes estimu- lantes de la eritropoyesis, ya que estos fun- cionan independientemente de la cantidad de hierro del organismo.  2=> La diálisis peritoneal se acompaña de diversas  complicaciones metabólicas como la hipopro- teinemia.  3=> Una de las complicaciones frecuentes de la  diálisis es la hipoglucemia.  4=> Cuando utilizamos agentes estimulantes de la  eritropoyesis, buscamos conseguir subidas muy rápidas de hemoglobina, por encima de  los 3 g/dL al mes.   "
2022,87,2,87. ¿Cuál de las siguientes vacunas se formula con  agentes atenuados?:    1=> Vacuna de la hepatitis B.  2=> Vacuna de la f iebre amarilla.  3=> Vacuna de la rabia.  4=> Vacuna del papilomavirus.   
2022,88,1,88. ¿Cuál de las siguientes afirmaciones referidas al  manejo del estreñimiento es FALSA?:    1=> Los preparados de fosfato de sodio son el  tratamiento de elección en pacientes de edad  avanzada o con ins uficiencia renal.  2=> Naloxegol está indicado para el tratamiento  del estreñimiento inducido por opioides.  3=> Los laxantes formadores del bolo pueden  provocar distensión abdominal y meteorismo.  4=> El uso a largo plazo de laxantes lubricantes y  emolientes puede provocar una malabsorción de vitaminas liposolubles.           
2022,89,4," 89. Algunos fármacos se caracterizan por tener la  capacidad de producir efectos adversos antico-linérgicos, especialmente en pacientes de edad  avanzada. ¿Cuál de los siguientes grupos de  fármacos NO presenta una elevada potencia anticolinérgica?:    1=> Antidepresivos tricíc licos (amitriptilina).  2=> Antihistamínicos de 1ª generación (doxilami- na).  3=> Antiespasmódicos urinarios (tolterodina).  4=> Antimigrañosos (sumatriptán).   "
2022,90,3,"90. Se presenta un pacien te con adenocarcinoma de  pulmón en estadio IV, con metástasis óseas y  hepáticas. En el estudio de biomarcadores de una muestra del pulmón biopsiada se obtiene el  siguiente resultado: EGFR mutado (Ex19Del),  HER2 negativo, BRAF na tivo, reordenamiento  A L K  n e g a t i v o ,  f u s i ó n  R O S  1  n e g a t i v a ,  P D L - 1   negativo, ¿cuál sería el  tratamiento  adecuado?:    1=> Lapatinib.  2=> Crizotinib.  3=> Osimertinib.  4=> Dabrafenib.   "
2022,91,1,"91=> Paciente con SIDA en tratamiento con daruna- vir/cobicistat que ingresa en el hospital. Nos  realizan una consulta sobre el hipnóti- co/ansiolítico adecuado para tratar el insomnio  que padece acompañado de ansiedad, entre los  disponibles en el hospital. ¿Cuál es la respuesta correcta?:    1=> Lorazepam.  2=> Midazolam.  3=> Diazepam.  4=> Triazolam.   "
2022,92,1,92=> ¿Cuál de las siguientes afirmaciones es correcta  con relación al trata miento del cáncer?:     1=> Los efectos inmunomediados graves  producidos por la inmunoterapia pueden tratarse con corticoides.  2=> La hipotensión es un efecto adverso muy  frecuente de bevacizumab y de otros medicamentos antiangiogénicos.  3=> Rituximab es un anticuerpo monoclonal  dirigido al antígeno CD33=>  4=> Los inmunoterápicos con diferentes blancos  (PD-1 y CTLA-4) no deben combinarse en el tratamiento del cáncer.                                
2022,93,2, 93=> Señale la asociación correcta en relación con la  infección por el virus de la inmunodeficiencia humana (VIH):    1=> Candidiasis esofágica – Etapa 1 de la infec- ción VIH (CDC).  2=> Combinaciones con tenofovir disoproxilo –  Osteomalacia.  3=> Combinaciones con enfa vurtida – Tratamien- to de infección por VIH-2=>  4=> ARN de VIH en <50 copias/mL – Alto riesgo  de enfermedades oportunistas.   
2022,94,3,"94=> ¿Cuál de las siguientes respuestas es correcta  con respecto al síndrome de hipersensibilidad al  alopurinol (AHS)?:   1=> Los síntomas ocurren después de 3-5 días del  inicio del tratamiento.  2=> La disfunción hepática favorece su desenca- denamiento.  3=> La prevalencia es mayor en pacientes de as- cendencia coreana o tailandesa frente a pa- cientes caucásicos.  4=> Es bastante frecuente y benigno, por lo gene- ral se resuelve disminuyendo la dosis de  alopurinol"
2022,95,2,"95. Indique la respuesta INCORRECTA sobre los  preparados de insulina de acción prolongada:    1=> La afinidad de la insulina detemir es 4-5 ve- ces menor que la de la insulina soluble por lo  que se formula a una concentración mayor.  2=> La insulina glargina se formula a un pH bási- co para mantener la solubilidad.  3=> En la insulina degludec, los monómeros se  liberan constantemente en la circulación sis- témica y su duración de acción es mayor de  42 h.  4=> En la insulina NPH la dosis regula el perfil de  acción; las dosis pequeñas tienen picos más  bajos, más tempranos, y una acción de corta duración.   "
2022,96,3,96. ¿Cuál de las siguientes afirmaciones sobre re- paglinida es correcta?:    1=> Presenta un inicio de acción lento con una  concentración máxima y efecto máximo de al- rededor de 3 h después de la ingestión.  2=> No hay riesgo de hipoglucemia si una vez que  se toma el medicamento la comida se retrasa  o se omite.   3=> Se puede usar en pacientes con insuficiencia  renal y de edad avanzada.  4=> Contiene azufre en su estructura por lo que no  puede emplearse en diabéticos tipo 2 con  alergia a las sulfonilureas.                    
2022,97,1," 97. En relación con los receptores acoplados a pro- teínas G (RAPG), señal e la opción correcta:    1=> Las β-arrestinas forman complejos con los  RAPG fosforilados.   2=> El complejo RAPG-agonista interactúa direc- tamente con clatrina antes de internalizarse.  3=> Los RAPG ocupados por un agonista se unen  a las proteínas G solamente cuando han sido  fosforilados previamente por las cinasas de  receptores acoplados a proteínas G (GRK).  4=> Los complejos β-arrestina-RAPG son siste- máticamente degradados.   "
2022,98,4,"98. En relación con los fármacos que se comportan  como antagonistas competitivos, señale la op-ción correcta:    1=> En su presencia, disminuye la concentración  eficaz 50 (CE 50) de los agonistas puros del  mismo receptor.  2=> En su presencia, disminuye el efecto máximo  de los agonistas puros del mismo receptor.  3=> Disminuyen la eficacia, pero no la potencia,  de los agonistas puros del mismo receptor.  4=> Disminuyen la potencia, pero no la eficacia,  de los agonistas puros del mismo receptor.   "
2022,99,4,"99. En relación con anakinra, señale la opción co- rrecta:    1=> Es una proteína de fusión compuesta por el  receptor p75 del factor de necrosis tumoral (TNF) y la porción Fc de la IgG1 humana.  2=> Inhibe la unión de CD80 al receptor CD28 en  los linfocitos T.  3=> Es un receptor de factor de necrosis tumoral  recombinante que inhibe la unión de TNFα a  su receptor.  4=> Es un receptor de interleucina 1 (IL-1) re- combinante que inhibe la unión de la IL-1α a  su receptor.   "
2022,100,2,100. Señalar la opción co rrecta en relación con el  tramadol:   1=> Es un opioide desprovisto de riesgo de tole- rancia y dependencia.  2=> Su acción agonista opioide se debe funda- mentalmente a uno de sus metabolitos.  3=> Es tan eficaz como la morfina para el trata- miento del dolor severo.  4=> Se utiliza preferentemente como antitusivo.                                  
2022,101,2, 101=> La Kd (constante de disociación) de un fárma- co:   1=> Coincide con la CE 50 (concentración eficaz  50) de dicho fármaco.  2=> Se corresponde con la concentración de fár- maco que ocupa la mitad de los receptores  existentes en el sistema en estudio.  3=> Es independiente de la afinidad del fármaco  por su receptor.  4=> Depende de la eficacia del fármaco.   
2022,102,2,"102=> Señale la respuesta correcta sobre los fármacos  del grupo de los tioureilenos, empleados en las  enfermedades tiroideas:    1=> Son análogos sintéticos de la tiroxina (T4).  2=> Tienen como mecanismo de acción la inhibi- ción de la enzima tiroperoxidasa, reduciendo con ello la yodación de los residuos de la ti- roglobulina.  3=> Poseen acción citotóxica sobre las células de  los folículos tiroideos.  4=> Solo son empleados en cuadros de hipotiroi- dismo severo debido a su elevada potencia.   "
2022,103,1,"103=> La forma farmacéutica y el tamaño de las partí- culas influyen sobre el proceso de absorción del fármaco, cuando éste es administrado por vía  oral, al condicionar:    1=> La disgregación.  2=> La eliminación del principio activo.  3=> El volumen de distribución.  4=> La excreción renal.   "
2022,104,1,104=> ¿Cuál de las siguientes es una reacción metabó- lica de fase I?:    1=> Desulfuración.  2=> Glucuronidación  3=> Acetilación.  4=> Descarboxilación.   
2022,105,4,"105. ¿Qué tipo de fármaco se utiliza para disminuir  los efectos secundarios periféricos de la levodo- pa, en pacientes con enfermedad de Parkin- son?:   1=> Antagonistas colinérgicos.   2=> Agonistas dopaminérgicos no ergóticos.  3=> Inhibidores de la MAO-B (monoaminooxida- sa-B).  4=> Inhibidores periféricos de la LAAD (L- aminoácidoaromático-descarboxilasa).                           "
2022,106,3," 106. ¿Cuál de las siguientes afirmaciones con rela- ción a los fármacos pertenecientes al grupo de los bisfosfonatos es correcta?:    1=> Su uso a largo plazo se relaciona con fractu- ras atípicas de fémur, algo que no sucede con  el denosumab.  2=> El ácido aledrónico es el bifosfonato más  potente de todos los disponibles.  3=> Tienen una pobre absorción oral por lo que se  recomienda su admini stración en ayunas.  4=> Su mecanismo de acción se basa en la forma- ción de hueso.   "
2022,107,1,"107. En relación con la lamotrigina, señale la opción  INCORRECTA:   1=> E n t r e  o t r o s ,  b l o q u e a  r eceptores metabotrópi- cos de glutamato.  2=> Está indicada en el tratamiento del trastorno  bipolar, pero solo para la prevención de los  episodios depresivos.  3=> Su espectro de acción es amplio, pudiéndose  emplear tanto en crisis parciales como gene- ralizadas.  4=> Es un antiepiléptico que presenta menor evi- dencia de teratogenicidad que otros como el  valproato.   "
2022,108,1,"108. En relación con el uso  de β-bloqueantes en el  tratamiento de la cardiopatía isquémica, señale  la opción correcta:    1=> La discontinuación abrupta de un tratamiento  con β-bloqueantes puede aumentar el riesgo  de muerte súbita.  2=> Están indicados en monoterapia en el trata- miento de la angina vasoespástica (angina en  reposo).  3=> En el miocardio isquémico, los β-bloqueantes  aumentan el aporte de oxígeno, pero no tienen  efecto neto sobre su consumo.  4=> Los β-bloqueantes son muy útiles en pacien- tes diabéticos al mejorar su control de la glu- cemia.   "
2022,109,3,"109. Referidos a Glicirryza glabra , indique cuál de las  siguientes afirmaciones es FALSA:   1=> Contiene glicirricina, un saponósido triterpé- nico pentacíclico.  2=> La droga está constitu ida por la raíz.  3=> Entre sus principios activos se encuentran  otros saponósidos como el liquiritósido.  4=> Tiene acción mineralocorticoide.                             "
2022,110,2, 110. ¿Cuál de las siguientes afirmaciones es correc- ta?:   1=> A  p a r t i r  d e l  f r u t o  d e  Pygeum africanum  s e   obtiene un extracto acuoso que se emplea en el tratamiento de la hipertrofia benigna de  próstata.  2=> A partir de las cortezas de Rhamnus  purshianus  se obtienen O-heterósidos y C- heterósidos con estructura de emodina antro- na.  3=> El oleuropeósido es uno de los ácidos grasos  presentes en el aceite de oliva.  4=> El aceite obtenido de las semillas de Oenothe- ra biennis  contiene como componente mayo- ritario triglicéridos formados por ácidos gra-sos saturados.   
2022,111,1,"111=> Indique cuál de las siguientes expresiones es la  correcta:    1=> Las cumarinas se consideran derivados fenó- licos que biogenéticamente se originan por la  vía del ácido sikímico.  2=> El rizoma de Centella asiática  contiene asia- ticósido, una saponina triterpénica pentacícli- ca.  3=> El salicósido se extrae de las hojas de Salix  alba.  4=> La d-tubocurarina actúa como antagonista de  acetilcolina sobre receptores muscarínicos en  placa motora.   "
2022,112,1,112=> ¿Para cuál de los siguientes fármacos no tendría  interés clínico realizar una prueba farmacoge- nética que midiera la actividad de alguna enzi-ma responsable de su metabolismo?:    1=> Etanercept.  2=> Aripiprazol.  3=> Tacrolimus.  4=> 5-Fluorouracilo.   
2022,113,1,113=> ¿En cuál de las siguientes vías de administra- ción de fármacos el tipo de estrato que regula la absorción se considera subcelular?:    1=> Parenteral extravascular.  2=> Oral.  3=> Transpulmonar.  4=> Percutánea.   
2022,114,1,114=> Acaba de prepararse en la farmacia del hospital  una suspensión de un fármaco que presenta  hidrólisis en medio ácido. ¿Cuál de las siguien- tes formas de administración presentará una mayor biodisponibilidad?:    1=>  Por una sonda nasoyeyunal.  2=> Por la vía oral fisiológica.  3=> Por una gastrostomía endoscópica percutánea  (PEG) 4=>.   
2022,115,4," 115. ¿Cuál de los siguientes enunciados en relación a  la actividad de la glicoproteína P y el proceso de absorción es correcto?:    1=> L a  a m i o d a r o n a  a c t ú a  a  n i v e l  d e  l a  g l i c o p r o - teína P intestinal, dificultando la absorción de  fármacos que son sustrato de esta.  2=> Se considera un transporte pasivo, ya que su  actividad es ATP-independiente.  3=> En el ser humano se encuentra fundamental- mente a nivel del tracto gastrointestinal, aun- que también está presente en otros lugares,  como la barrera hematotesticular. Sin embar-go, la barrera hematoencefálica carece de ella.  4=> El dabigatrán es un ejemplo de fármaco que  requiere una reducción de dosis cuando se administra con inhibidores de glicoproteína P  "
2022,116,3,"116. Acude a urgencias un paciente con COVID-19,  al que le prescriben nilm atrevir/ritonavir. El  paciente toma además ibrutinib de forma cróni- ca para tratar su leucemia linfocítica crónica, un fármaco metabolizado a nivel hepático.  ¿Qué podríamos esperar en este paciente con  respecto a su t ratamiento?:    1=> La fuerte inducción de los citocromos produ- cida por ritonavir podría causar una disminu-ción de los niveles plasmáticos de ibrutinib,  reduciendo su eficacia.  2=> A pesar de que la eliminación de ibrutinib es  principalmente hepática, el bloqueo de los  transportadores activos renales causado por ritonavir podría provocar cambios en los ni- veles plasmáticos de ibrutinib, aumentándo- los.  3=> El ritonavir es un inhibidor importante del  citocromo 3A, incrementando por tanto los  niveles de ibrutinib, y con ello posiblemente su toxicidad.  4=> Al ser un tratamiento de 5 días, se puede con- siderar que el uso de fármacos inhibidores o inductores del metabolismo durante periodos  de tiempo tan cortos no van a modificar los  niveles plasmáticos de otros fármacos.   "
2022,117,1,117. ¿A qué tipo de proceso cinético se ajustan habi- tualmente la filtración glomerular y la reabsor-ción tubular pasiva?:    1=> Ambas a procesos cinéticos de primer orden.   2=> Ambas a procesos cinéticos de orden cero.   3=> La filtración glomerular a cinética de primer  orden y la reabsorción tubular pasiva a cinéti- ca de orden cero.   4=> La filtración glomerular a cinética de orden  cero y la reabsorción tubular pasiva a cinética  de primer orden.                   
2022,118,4," 118. En el análisis farmacocinético modelo- dependiente de curvas de niveles plasmáticos – tiempo tras administración extravasal, el cálcu- lo del período de latencia se realiza a partir de:    1=> La fase lineal terminal de la representación  semilogarítmica de niveles plasmáticos –  tiempo.   2=> La fase inicial de la curva de niveles plasmá- ticos – tiempo.   3=>  La pendiente de la fase lineal terminal de la  curva de niveles plasmáticos – tiempo.   4=> El tiempo al que se produce la intersección de  las rectas semilogarítmicas extrapoladas con  el eje de ordenadas correspondiente a las fa- ses de absorción y  de eliminación.    "
2022,119,1,119. ¿Cuál de las siguientes es una característica de  la farmacocinética no lineal?:    1=> Los parámetros farmacocinéticos no se man- tienen constantes e independientes de la dosis administrada y del tiempo.   2=> Los parámetros farmacocinéticos se mantie- nen constantes e independientes de la dosis administrada y del tiempo.   3=> Se cumple el principio de superposición de  las curvas de niveles plasmáticos – tiempo a distintas dosis.   4=> Todos los procesos que experimenta el fár- maco en el organismo se ajustan a cinéticas  de primer orden.   
2022,120,4,"120. Respecto a la farmacocinética de la digoxina,  podemos afirmar que:    1=> La biodisponibilidad de los comprimidos es  próxima al 100%.  2=> Algunos fármacos como la quinidina y el  verapamilo disminuyen las concentraciones  séricas de digoxina por aumento de la elimi- nación renal.  3=> Presenta un volumen de distribución de apro- ximadamente 0,1 L/Kg por su elevada unión a  proteínas plasmáticas.  4=> La principal vía de eliminación de la digoxina  es a través de procesos de filtración glomeru- lar del riñón.   "
2022,121,2,"121=> En administración extravasal, el fenómeno  denominado de flip-f lop ocurre cuando:    1=> El proceso de absorción es más rápido que el  de eliminación.  2=> El proceso de eliminación es más rápido que  el de absorción.  3=> El proceso de absorción se produce a la mis- ma velocidad que el de eliminación.  4=> El proceso de liberación del fármaco de la  forma de dosificación limita su absorción.           "
2022,122,3," 122=> ¿Cuál de las siguientes afirmaciones es FALSA  respecto a la dosis de choque de un medicamen-to administrado por vía intravenosa?:    1=> La dosis de choque necesaria para alcanzar la  concentración plasmática objetivo está deter- minada por el volumen de distribución.  2=> Cuando el intervalo de administración es  igual a la semivida del fármaco, una dosis de  choque de dos veces la dosis de mantenimien- to lograría alcanzar el estado de equilibrio.  3=> La dosis de choque es independiente de la  concentración plasmática objetivo, al depen-der solamente de su eliminación.  4=> Es una estrategia de dosificación establecida  para muchos fármacos con semivida de eli-minación elevada.   "
2022,123,2,"123=> La proteína quinasa dependiente de AMP o  AMP quinasa, es uno de los principales regula- d or e s  d e  l a h om e os t as i s  m e ta b ól i c a .  E n  s u  f or - ma activa, esta enzima produce:   1=> La inhibición de la glucolisis y de la glucoge- nólisis muscular.  2=> La inhibición hepática de la lipogénesis y de  la colesterogénesis.  3=> La activación de la síntesis de ácidos grasos  en adipocitos.  4=> La activación de la fosfoenolpiruvato carbo- xiquinasa (PEPCK) y la consiguiente estimu- lación de la gluconeog énesis hepática.   "
2022,124,1,124=> Indique cuál de estas etapas del ciclo de Krebs  está sometida a regu lación alostérica:    1=> Isocitrato - α-cetoglutarato.  2=> Citrato - isocitrato.  3=> Succinil-CoA - succinato.  4=> Fumarato - malato.   
2022,125,2,125. ¿Cuál de las siguientes funciones NO la realiza  un derivado del isopreno?:    1=> Regular el metabolismo del calcio.  2=> Provocar la respuesta in flamatoria y fiebre.  3=> Estimular la proliferación de la mucosa en- dometrial del útero.  4=> Incrementar la reabsorción de sodio y secre- ción de potasio.                                             
2022,126,4," 126. ¿Cuál de las siguientes afirmaciones acerca del  ciclo del ácido cítrico, también conocido como ciclo de Krebs o ciclo de los ácidos tricarboxíli- cos, es correcta?:     1=> Es un ciclo reversible, que puede funcionar en  ambas direcciones.  2=> El calcio (Ca 2+) es un potente inhibidor del  ciclo, actuando sobre la isocitrato deshidro- genasa y la α-cetoglutarato deshidrogenasa.  3=> La succinil-CoA sintetasa, anclada en la  membrana mitocondrial interna, forma parte  del complejo II de la cadena de transporte electrónico.  4=> El ciclo cataliza la oxidación de acetil-CoA a  CO 2, generando NADH+H+, FADH 2 y  G T P ,   aunque la enzima fumarasa no participa en la   producción de ninguna de estas moléculas  mencionadas.   "
2022,127,2,127. ¿Dónde tienen lugar de forma casi exclusiva las  reacciones del ciclo de la urea?:   1=> En el músculo esquelético.  2=> En el hígado.  3=> En el riñón.  4=> En la mucosa intestinal. 
2022,128,1,"128. Un paciente fue sometido a una pancreatico- duodenectomía (resección completa del duo- deno, de la vesícula biliar y de la cabeza del  páncreas) hace 6 meses. Ha recibido múltiples  ciclos de antibióticos de amplio espectro por haber sido colonizado por una bacteria multi- rresistente durante el ingreso, y actualmente  presenta hematuria. ¿Qué afirmación sería más probable?:    1=> Debido a una resección de este tipo y el uso  prolongado de antibióticos, la hematuria po- dría ser secundaria a una deficiencia de nafto- quinonas.  2=> Debido a la resección parcial del páncreas y  total de la vesícula biliar, la hematuria podría  ser secundaria a una trombopenia por defi-ciencia de tocoferol.  3=> Debido a la resección duodenal, la hematuria  podría ser secundaria a un déficit de absor-ción de vitamina B12=>  4=> Debido a la resección duodenal, la hematuria  podría ser una de las hemorragias típicas de la  púrpura Schoenlein-Henoch, causada por dé- ficit de vitaminas liposolubles.                                  "
2022,129,1," 129. Señale qué respuest a es INCORRECTA en  relación a los heteropolisacáridos:   1=> El ácido hialurónico es el glicosaminoglicano  que más comúnmente se encuentra formando la parte glucídica de los proteoglicanos.  2=> Los proteoglicanos son heterósidos que pre- sentan un porcentaje mayor de glúcidos que las glucoproteínas.  3=> El fondaparinux es un fármaco anticoagulante  que presenta una secuencia heteropolisacarí- dica semejante a la heparina, a la que se ha  añadido un grupo metoxilo.  4=> Los glicosaminoglicanos están formados por  unidades monosacarídicas distintas, una de  las cuales es siempre N-acetilglucosamina o N-acetilgalactosamina.   "
2022,130,3,"130. ¿En cuál de las siguientes acciones esperaría  que un mayor porcentaje de la producción de  ATP procediera del sistema oxidativo?:    1=> Esprintar durante un partido de tenis (10 se- gundos, uso mayoritario de musculatura de  miembros inferiores).  2=> Realizar una tanda de 30 flexiones (60 segun- dos, uso mayoritario de musculatura de pecho  y miembros superiores).  3=> Jugar una partida de ajedrez contra Hans  Niemann (30 minutos, sin uso mayoritario de  ninguna musculatura).  4=> Competir en una prueba de natación de 100 m  mariposa (70 segundos, uso de miembros su-periores, inferiores y pecho).   "
2022,131,2,"131=> ¿Con respecto al metabolismo hepático del  alcohol (etanol),  qué afi rmación es correcta?:     1=> Se inicia con una descarboxilación oxidativa  catalizada por la enzima alcohol descarboxi- lasa.  2=> Genera un exceso de acetil-CoA que se puede  utilizar para la síntesis de ácidos grasos.  3=> Provoca un aumento del pH sanguíneo debido  a la acción final de la enzima acetaldehído deshidrogenasa.  4=> Para ser metabolizado, se consume NADH y  se genera en consecuencia NAD +.   "
2022,132,2,132=> ¿Qué papel desempeña la apoproteína E en la  eliminación de remanentes de quilomicrones y  de lipoproteínas de muy baja densidad (VLDL)  de la circulación sanguínea?:   1=> Favorece la transferenci a de material lipídico  de ambas lipoproteínas a las HDL.  2=> Es reconocida por los receptores celulares  hepáticos que pertenecen a la familia de re- ceptores de lipoproteínas de baja densidad.  3=> Actúa como cofactor activador de la lipopro- teín lipasa sérica.  4=> Estabiliza la estructura de las lipoproteínas y  desaparece de ellas por la cesión de ácidos  grasos a las células periféricas
2022,133,3," 133=> En relación a las endonucleasas de restricción,  ¿qué afirmación es INCORRECTA?:   1=> Reconocen secuencias p alindrómicas; GATC  sería un ejemplo de estas.  2=> Cortan la molécula de ADN en un sitio preci- so.  3=> No se pueden emplear en procesos de clona- ción debido a su termolabilidad, quedando  restringidas a procesos de modificación géni- ca más sencillos.  4=> Pueden originar extremos tanto romos como  cohesivos, dependiendo de la enzima.   "
2022,134,4,"134=> En relación con los ARNm policistrónicos, ¿qué  afirmación es cierta?:   1=> A pesar de ser muy largos, codifican una sola  proteína.  2=> Se sintetizan en el interior del núcleo celular  para luego salir de este y traducirse en el cito- plasma.  3=> Una de sus características particulares es que  son los únicos ARNm donde encontramos  codones formados por 4 bases, en lugar de 3  4=> Los podemos encontrar en procariotas y virus,  pero no en eucariotas.   "
2022,135,4,135. ¿Cuál de las siguientes opciones NO es una  mutación puntual en la secuencia de ADN?:    1=> Sustitución.  2=> Deleción.  3=> Inserción.  4=> Traslocación.   
