Año,Num Q,RC,Enunciado
2022,136,2,"136. En cuanto a la estructura helicoidal de la con- formación A y B del ADN bicatenario, ¿qué  afirmación es cierta?:   1=> Ambas conformaciones presentan una hélice  con vuelta a la izqui erda (ADN-levógiro).  2=> Ambas conformaciones presentan una hélice  con vuelta a la derecha (ADN-dextrógiro).  3=> La conformación A presenta una hélice con  vuelta a la derecha (A D N - d e x t r ó g i r o )  y  l a   conformación B presenta una hélice con vuel- ta a la izquierda (ADN-levógiro).  4=> La conformación A presenta una hélice con  vuelta a la izquierda (ADN-levógiro) y la  conformación B presenta una hélice con vuel- ta a la derecha (ADN-dextrógiro).   "
2022,137,3,137. ¿Cuál de las siguientes opciones NO es un sis- tema de reparación del ADN?:    1=> Reparación por escisión de bases.  2=> Reparación por supre sión de nucleótidos.  3=> Reparación de emparejamientos de la hebra  simple.  4=> Reparación de pares erróneos.       
2022,138,2, 138. ¿En cuál de los siguientes casos esperamos en- contrar una cant idad de cobre elevada en la  orina?:    1=> Paciente con enfermedad de Menkes.  2=> Paciente con una patología que curse con un  déficit en la síntesis de ceruloplasmina.  3=> Paciente que ingiere grandes cantidades de  zinc de forma crónica.  4=> Paciente con mutaciones en el transportador  codificado por el gen ATP7A.   
2022,139,3,"139. AR es una paciente que ingresa para tratarse de  un linfoma, y tiene un diagnóstico de déficit  grave de grlucosa 6 fosfato deshidrogenasa.  Al   revisar su prescripción, usted se encuentra con que uno de los fármacos que recibe presenta  especial riesgo de desencadenar una crisis de  anemia hemolítica. ¿Cuál es ese fármaco?:   1=> Meropenem.  2=> Tramadol.  3=> Rasburicasa.  4=> Bisoprolol.   "
2022,140,4,"140. Respecto al aminoácid o cisteína, señale el enun- ciado correcto:    1=> Es uno de los aminoácidos esenciales en el  adulto.  2=> Tiene capacidad de absorber luz ultravioleta a  280 nm.  3=> Forma parte del tetrapéptido glutatión, que  protege de la oxidación a través de la enzima  glutatión peroxidasa.  4=> Se clasifica generalmente como polar a pesar  de tener un índice hidropático positivo.   "
2022,141,2,"141=> MB es un paciente de 73 años ingresado tras  una cirugía de colon por su proceso oncológico  de base. El cirujano le prescribe una nutrición  parenteral estandarizada, ya que el paciente padece de íleo paralítico tras la operación y  lleva varios días de ayuno. Al día siguiente, en  la analítica presenta hipofosfatemia, hipomag-nesemia e hipopotasemia, así como déficit de  vitamina B1 ¿Cuál es el escenario más proba- ble que explica esta situación?:   1=> Las nutriciones parenterales comerciales ca- recen de electrolitos, por lo que deberían ha- berse añadido en el Se rvicio de Farmacia.  2=> Debido al proceso de base, el paciente se en- contraba desnutrido y parece presentar un  síndrome de realimentación tras el inicio de la  nutrición.  3=> La nutrición parenteral ha interaccionado con  la medicación que toma el paciente provo- cando una desregulación electrolítica.  4=> Esta es una situación habitual en pacientes de  edad avanzada, que responden mal a trata- mientos con nutri ción parenteral.   "
2022,142,1,"  142=> En una muestra de un paciente, nos encontra- mos con LDH y K + elevados, y la haptoglobina  disminuida. ¿Cuál de las siguientes patologías  es más probable?:    1=> Déficit de piruvato quinasa.  2=> Síndrome de Lesch-Nyhan.  3=> Síndrome de Hurler.  4=> Hiperpotasemia franca con anemia por insufi- ciencia renal crónica.   "
2022,143,3,143=> La imagen adjunta muestra un proteinograma  de un individuo sano y de un paciente en estu-dio. ¿Qué alteración es la más probable para  este caso?:    1=> Hipoalbuminemia.  2=> Inflamación crónica.  3=> Inmunodeficiencia.  4=> Paraproteinemia o gammapatía monoclonal. 
2022,144,2,"144=> Cuando un aparato de análisis de muestras de  sangre nos da el valor de índice sérico, este hace  referencia a:    1=> Un índice que mide el grado de anemia del  paciente de forma precisa.  2=> Un indicador de la calidad de la muestra, que  nos informa de la validez de los resultados  que podamos obtener.  3=> Una medida de la celularidad del suero, que  informa tanto de los hematíes presentes como  de los leucocitos.  4=> Un índice cuantitativo que calcula la cantidad  de proteínas séricas presentes, si bien no hace  distinciones entre proteínas α-1 y α-2=>   "
2022,145,4,"145. Los métodos homogéneos directos para la cuan- tificación del colesterol-HDL permiten determi-nar el colesterol-no-HDL. ¿Qué lipoproteínas  engloba esta fracción lipoproteica?:    1=> LDL.  2=> IDL y LDL.  3=> VLDL y lipoproteín as remanentes.  4=> Quilomicrones, VLDL, IDL y LDL.                                    "
2022,146,2," 146. En un paciente con un diagnóstico de ictericia a  causa de una anemia hemolítica, ¿cuál de las siguientes afirmaciones es INCORRECTA?:    1=> Presentará una hiperbilirrubinemia a expensas  de un aumento de la bilirrubina indirecta.  2=> Es esperable que se produzca un incremento  de bilirrubina en la orina.  3=> Se producirá un descenso de la haptoglobina,  y un aumento de la lactato deshidrogenasa.  4=> Suelen presentar un índice de producción de  reticulocitos mayor o igual a 2,5 veces el va- lor normal.   "
2022,147,2,"147. ¿Cuál es la explicación más probable para los  resultados del siguiente urianálisis? Nitrito (2+), Esterasa L eucocitaria (3+), Ceto- nas (Negativo), Glucosa (trazas):    1=> Contaminación de la muestra por mala mani- pulación.  2=> Infección del tr acto urinario.  3=> Anorexia o ayuno muy prolongado.  4=> Incapacidad glomerular para la conservación  de macromoléculas.  "
2022,148,1,"148. ML es una mujer de 86 años que consulta por  mal estado general. Com o antecedentes perso- nales destacan diabetes y enfermedad por reflu- jo gastroesofágico en tratamiento con omepra- zol desde hace 10 días. Se encuentra afebril, y  una tira de orina revela hematuria y leucocitu- r i a ,  c o n  n i t r i t o s  n e g a t i vos. Analíticamente des- taca un filtrado glomerular de 40 mL/min  (CKD-EPI) y unas proteínas en orina de 24  horas ligeramente elevadas. En una analítica de hace 30 días el filtrado  glomerular era normal  (100 mL/min). ¿Cuál de l os siguientes diagnós- ticos sería el más probable?:   1=> Nefritis intersticial aguda.  2=> Nefropatía diabética.  3=> Síndrome nefrótico.  4=> Infección del tr acto urinario.   "
2022,149,1,"149. Tras iniciar tratamiento quimioterápico en un  paciente hematológico con alta carga de enfer- medad, ¿cuál de las siguientes alteraciones hi-droelectrolíticas sería más probable encontrar?:   1=> Hiperfosfatemia.  2=> Hipernatremia.  3=> Hipercalcemia.  4=> Hipomagnesemia.                                "
2022,150,3," 150. Un recién nacido de 72 horas de vida debuta  con un cuadro de hiperamonemia, sospechán-dose un error congénito  del metabolismo. Analí- ticamente destaca la ausencia de acidosis, así  como unos niveles de citrulina en plasma bajos, y un nivel elevado de ácido orótico en orina.  ¿Cuál sería el diagnóstico más probable?:    1=> Déficit de carbamil-P-sintetasa 1  2=> Enfermedad del jarabe de arce.  3=> Déficit de ornitín transcarbamilasa.  4=> Déficit de piruvato deshidrogenasa.   "
2022,151,3,"151=> De los siguientes ácidos, ¿cuál es el más apro- piado para preparar una disolución tampón de  pH=5?:   1=> Ácido fosfórico, ( pK a1 =  2 , 1 4 ;  pKa2 =  7 , 1 9 ;   pKa3 = 12,34).  2=> Ácido carbónico, ( pKa1 = 6,35; pKa2 = 10,32).  3=> Ácido acético, ( pKa = 4,75).  4=> Ácido hipocloroso, ( pKa = 7,52).   "
2022,152,1,"152=> Al aumentar la fuerza iónica de una disolución  donde se encuentran iones Ca2+ y Ag+, la varia- ción del coeficiente de actividad de un ion con  respecto al valor de 1 (comportamiento ideal)  será:   1=> Mayor para el catión Ca 2+ que para el catión  Ag+.  2=> Menor para el catión Ca2+ que para el catión  Ag+.  3=> Igual para ambos cationes.  4=> Al ser ionizaciones naturales, ninguno de los  dos mostrará variación respecto al comporta-miento ideal.   "
2022,153,2,153=> ¿Con cuál de las siguie ntes volumetrías relacio- naría la valoración po r desplazamiento?:    1=> Ácido-base.  2=> Formación de complejos.  3=> Oxido-reducción.  4=> Precipitación.    
2022,154,3,"154=> En una valoración yod imétrica empleando tri- yoduro como reactivo valorante, la estandariza-ción previa de este reactivo se realiza con:    1=> Permanganato potásico.  2=> Dicromato potásico.  3=> Tiosulfato de sodio anhidro.  4=> Dióxido de cloro.                              "
2022,155,4," 155. En la validación de un método analítico, el lími- te de cuantificación del método se calcula a través de la señal x LC, obtenida sumando la  señal del blanco X B, y la desviación estándar  correspondiente a señales repetidas del blanco  empleado σB mediante la fórmula:  xLC = X B +   nσB. ¿Cuál debe ser el valor de n?:    1=> 1  2=> 2  3=> 5.  4=> 10.   "
2022,156,3,"156. La absorbancia total de una disolución a una  longitud de onda dada, es:    1=> Independiente del disolvente utilizado.  2=> Independiente del pH de la disolución.  3=> Igual a la suma de las absorbancias de los  componentes individuales en la disolución.  4=> Igual a la absorbancia del componente más  absorbente.   "
2022,157,1,"157. En espectrofotometría  de absorción atómica, un  aumento de la temperatura en el atomizador produce:    1=> Un aumento de la sensibilidad porque aumen- ta la eficacia de la atomización.  2=> Una disminución de interferencias porque  aumenta el ensanchamiento de las líneas ató- micas por efecto Doppler.  3=> Un aumento de la sensibilidad porque dismi- nuye la eficacia de  la atomización.  4=> Un aumento de interferencias porque dismi- nuye el ensanchamiento de las líneas atómi-cas por efecto Doppler.   "
2022,158,3,158. ¿En qué proceso se basa la técnica analítica de  nefelometría?:    1=> En la absorción de radiación.  2=> En la emisión de radiación.  3=> En la dispersión de radiación.  4=> En la refracción de radiación.   
2022,159,2,159. La técnica más adecuada para el análisis multi- elemental es:   1=> Espectrometría de emisión atómica con arco y  chispa.  2=> Espectrometría de emisión atómica en plas- ma.  3=> Espectrometría de absorción atómica en lla- ma.  4=> Espectrometría de absorción atómica con  horno.                     
2022,160,1, 160. La fluorescencia es u n proceso en el que tiene  lugar:    1=> Una transición radiante en la que se emite un  fotón sin cambio de multiplicidad.  2=> Una transición radiante en la que se emite un  fotón con cambio de multiplicidad.  3=> Una transición no radiante en la que se emite  un fotón sin cambio de multiplicidad.  4=> Una transición no radiante en la que se emite  un fotón sin cambio de multiplicidad. 
2022,161,1,161=> ¿Cuál de los siguientes sistemas de ionización  utilizados en espectrometría de masas utiliza  iones gaseosos reactivos para lograr la obten- ción de iones?:   1=> Ionización química.  2=> Ionización por impact o de electrones.  3=> Ionización por bombardeo  de átomos rápidos.  4=> Ionización/desorción asi stida por una matriz. 
2022,162,2,162=> La membrana de un electrodo selectivo a iones  fluoruro constituida prácticamente en su totali- dad por LaF 3 es una membrana:    1=> De vidrio.  2=> Sólida cristalina.  3=> Líquida con un ionóforo.  4=> Líquida con un intercambiador iónico. 
2022,163,4,"163=> En la determinación cuantitativa de especies  atómicas mediante espectrometría de emisión en plasma ICP, las muestras se introducen en la  antorcha de plasma:    1=> Como nebulizado o aerosol, tangencialmente  y a través del cilindro exterior arrastradas por  el flujo del aire.  2=> Como nebulizado o aerosol, por el cilindro de  cuarzo concéntrico central arrastradas por el  flujo del aire.  3=> Como nebulizado o aerosol, tangencialmente  y a través del cilindro exterior arrastradas por  el flujo del argón.  4=> Como nebulizado o aerosol, por el cilindro de  cuarzo concéntrico central arrastradas por el  flujo del argón.  "
2022,164,3,"164=> En un espectro de absorción infrarrojo, el nú- mero de onda de un grupo  funcional diatómico:    1=> Aumenta al disminuir la constante de fuerza  del enlace.  2=> Aumenta al aumentar la masa reducida.  3=> Aumenta al aumentar la constante de fuerza  del enlace.  4=> Es independiente de la masa reducida.                 "
2022,165,4," 165. El inyector de “bucle” o de válvula de 6 vías es  una parte crucial del cro matógrafo de líquidos  porque, desde un punto de vista cuantitativo,  mejora la:    1=> Selectividad de la separación.  2=> Sensibilidad de la separación.  3=> Resolución de la separación.  4=> Reproducibilidad de la separación.   "
2022,166,2,166. Las transiciones electró nicas con absortividades  molares más pequeñas que producen una banda  de absorción en la región del espectro visible son:    1=> Orbital 𝜋 - orbital 𝜋 antienlazante ( 𝜋 -𝜋*).  2=> Campo-ligando.  3=> Orbital no enlazante - orbital 𝜋 antienlazante  (n -𝜋*).  4=> Orbital no enlazante - orbital 𝜎 antienlazante  (n -𝜎*).   
2022,167,3,"167. La primera ley de la termodinámica indica que:   1=> Si un cuerpo A se encuentra en equilibrio  térmico con un cuerpo B y éste a su vez está  en equilibrio térmico con un cuerpo C, A y C se encuentran en equilibrio térmico.  2=> No es posible alcanzar el cero absoluto en un  número finito  de etapas.  3=> Un sistema termodinámico puede intercam- biar energía con su entorno en forma de traba- jo y de calor, y variar de esa forma su energía  interna. La relación entre estas tres magnitu- des viene dada por el principio de conserva-ción de la energía.   4=> Es imposible que un sistema realice un proce- so cíclico cuyos únicos efectos sean el flujo de calor hacia el sistema desde una fuente de  calor y la realización, por parte del sistema,  de una cantidad de trabajo equivalente.     "
2022,168,3,168. En una reacción de orden 0 (siendo k la cons- tante de velocidad):   1=> La velocidad de la reacción es dependiente  de la concentración.    2=> La representación de la concentración frente  al tiempo da una línea recta cuya pendiente  es -1/k.  3=> El tiempo de semivida es proporcional a la  concentración e inversamente proporcional a  k.  4=> La unidad de la constante k es (t-1).                                
2022,169,2, 169. La distancia cuadrática promedio que recorre  una molécula en un líquido:   1=> Es proporcional a la viscosidad del líquido.    2=> Tiene una relación inv ersamente proporcional  al radio hidrodinámi co de la molécula.     3=> Muestra una relación inversamente propor- cional con la temperatura absoluta.   4=> Es dependiente del gradiente de concentra- ción.   
2022,170,3,170. ¿Cuál de las siguientes afirmaciones es FAL- SA?:   1=> El flumazenilo está indicado para el diagnós- tico diferencial del coma inducido por benzo-diazepinas.  2=> La sobredosis de benzodiazepinas en presen- cia de alcohol puede causar una depresión respiratoria potencialmente mortal.  3=> El flumazenilo es un antagonista no competi- tivo del receptor benzodiazepínico.  4=> El flumazenilo se utiliza para revertir el efec- to sedante de las benzodiazepinas usadas en  intervenciones quirúrgicas menores.   
2022,171,4,171=> ¿Cuál de las siguientes enfermedades NO ocu- rre como consecuencia de la exposición crónica a asbestos?:    1=> Mesotelioma pleural.  2=> Fibrosis.  3=> Cáncer de pulmón.  4=> Enfisema. 
2022,172,2,"172=> ¿Cuál es el mecanismo de toxicidad de la saxi- toxina, sintetizada por algunos dinoflagelados?:    1=> Inhibición de la acetilcolinesterasa.  2=> Bloqueo de los canales de sodio dependientes  de voltaje.  3=> Activación del recepto r de glutamato.  4=> Antagonista de los receptores de glicina.   "
2022,173,1,173=> ¿Qué tratamiento se utiliza para revertir el  efecto de agentes metahemoglobinizantes?:    1=> Azul de metileno.  2=> Hidroxicobalamina.  3=>  Deferoxamina.  4=> Tiamina. 
2022,174,3,174=> ¿Cuáles de los siguie ntes tratamientos serían  recomendables en el caso de una intoxicación  con pesticidas organofosforados?:    1=> Neostigmina y piridoxina.  2=> Diazepam y acetilcolina.   3=> Atropina y pralidoxima.  4=> Clorpromazina y sales de calcio.          
2022,175,3," 175. En relación con la tautomería, indique cuál de  las afirmaciones sigui entes es correcta:     1=> Los tautómeros de las cetonas son formas  resonantes.  2=> Los tautómeros de las cetonas presentan simi- lar estabilidad.  3=> La tautomería de las cetonas puede ser catali- zada por ácidos y bases.   4=> La reactividad de los tautómeros de una ceto- na es similar.    "
2022,176,1,"176. ¿Cuál de los compuestos siguientes podría dar  una reacción de sustitución nucleofílica aromá- tica al ser tratado con NaOH acuoso?:      1=> 2,4,6-Trinitroclorobenceno.  2=> 2,4,6-Trimetilbromobenceno.  3=> 3,5-Dimetoxifluorobenceno.  4=> 3-Amino-5-nitroclorobenceno.   "
2022,177,4,177. La síntesis de Strecker de α-aminoácidos (tra- tamiento con NH 3 y HCN seguido de hidrólisis)  parte de:    1=> Ácidos α-bromocarboxílicos.  2=> Acilaminomalonatos de dietilo.  3=> Αlfa-cetoácidos.  4=> Aldehídos.   
2022,178,3,"178. ¿Cuál de los siguientes compuestos presenta  mayor acidez?:    1=> Acetaldehído.  2=> Metanol.  3=> 2,4-Pentanodiona.  4=> Acetato de etilo.   "
2022,179,2,"179. Dadas las especies: H, He+ y  L i2+, la energía  necesaria para arrancar un electrón de cada  una de ellas:    1=> Sería la misma ya que son isoelectrónicos.  2=> Sería mayor en el Li2+.  3=> Sería mayor en el H.  4=> Sería mayor en el He+.   "
2022,180,3,180. ¿Cuál de las siguientes afirmaciones referentes  a la molécula de trifluoruro de boro es correc- ta?:    1=> La molécula es polar.   2=> La geometría molecular es piramidal trigonal 3=> Todos los enlaces de esta molécula son pola- res.   4=> El BF 3 es una base de Lewis.                         
2022,181,1, 181=> Dadas las siguientes especies:  a) CO 32-      b) SO 2      c) CCl 4     d) CO  Señale cuales presentan hibridación sp2 en el  átomo central:    1=> a  y  b .       2=> b y d.    3=> b y c.    4=> a.   
2022,182,2,182=> El O 2 y O 3 son ejemplos de:   1=> Isótopos.  2=> Alótropos.  3=> Isómeros.  4=> Confórmeros.   
2022,183,4,183=> Un gráfico de violín:    1=> Es una figura musical relativa al instrumento  homónimo.  2=> Es una distribución armonizada de dos varia- bles cualitativas con similar dispersión.  3=> Es una distribución armonizada de dos varia- bles cuantitativas con similar dispersión.  4=> Es una combinación de un diagrama de cajas  y la gráfica de densidad de probabilidad de  una variable determinada.   
2022,184,1,184=> Una odds:    1=> Es el cociente entre la probabilidad de ocu- rrencia de un suceso y la probabilidad de no  ocurrencia de dicho suceso.  2=> Expresa la frecuencia relativa de un suceso en  tantos por uno.  3=> Es una tasa que incluye el factor tiempo.  4=> Es la probabilidad de que ocurra un suceso.   
2022,185,3,185. ¿En cual de los siguientes casos se comete un error de tipo I en una p rueba de hipótesis?:    1=> Cuando se acepta la hipótesis nula siendo  verdadera la hipótesis nula.  2=> Cuando se acepta la hipótesis nula siendo  verdadera la hipót esis alternativa.   3=> Cuando se rechaza la hipótesis nula siendo  verdadera la hipótesis nula.  4=> Cuando se rechaza la hipótesis nula siendo  verdadera la hipót esis alternativa.  
2022,186,4,186. Si una prueba diagnóstica tiene una sensibilidad  del 100% y una especificidad del 95%:    1=> Su valor predictivo positivo es del 0%.  2=> Su valor predictivo positivo es del 100%.  3=> Su valor predictivo negativo es del 0%.  4=> Su valor predictivo negativo es del 100%.                    
2022,187,2, 187. La prueba U de Mann-Whitney se usa para  comparar:   1=> Dos muestras independientes que cumplen  criterios de normalidad.  2=> Dos muestras independientes que no cumplen  criterios de normalidad.  3=> Dos muestras apareadas que cumplen criterios  de normalidad.  4=> Dos muestras apareadas que no cumplen cri- terios de normalidad.   
2022,188,1,188. En una regresión logística simple:    1=> La variable dependiente es siempre binaria.  2=> La variable dependiente es siempre cuantita- tiva.  3=> La variable independiente es siempre binaria.  4=> La variable independiente es siempre cuanti- tativa.    
2022,189,2,"189. ¿Qué situación no está recogida en el Real De- creto 1015/2009, de 19 de junio, que regula la disponibilidad de medicamentos en situaciones  especiales?:    1=> El acceso a medicamento s de uso compasivo.  2=> El acceso a medicamentos en fase de investi- gación clínica en el contexto de un ensayo clínico.  3=> El acceso a medicamentos no autorizados en  España siempre que estén legalmente comer- cializados en otros Estados.  4=> El acceso a medicamentos autorizados cuando  se utilicen en condiciones distintas a las auto- rizadas, que en todo caso tendrá carácter ex- cepcional.   "
2022,190,1,"190. Ningún medicamento puede comercializarse en  España sin la autorización previa de la Agencia Española del Medicamen to y Productos Sanita- rios. Si el solicitante, que no dispone de autori- zación de comercialización comunitaria, presen-ta su solicitud de autorización de forma simul- tánea en varios países de la Unión Europea, nos  referimos a un procedimie nto de autorización:     1=> Descentralizado.  2=> Reconocimiento mutuo.  3=> Centralizado.  4=> Multinacional.   "
2022,191,1,"191=> En ensayos clínicos con menores ¿a partir de  qué edad, además del co nsentimiento de los  padres o representantes legales, debe prestar  consentimiento el sujeto?:    1=> 12 años.  2=> 14 años.  3=> 16 años.  4=> 18 años.           "
2022,192,4, 192=> ¿Cuál de los siguientes errores de medicación se  considera reacción adversa a medicamentos y se debe notificar al Sistema Español de Farmaco- vigilancia?:    1=> Cualquier fallo terapéutico por omisión del  tratamiento.  2=> Cualquier error de administración de un me- dicamento por un profesional sanitario.  3=> Cualquier error de administración de un me- dicamento por el propio paciente.  4=> Cualquier error que ocasiona daño al pacien- te.   
2022,193,2,"193=> ¿Cuál de las siguientes definiciones de estudio  observacional con medic amentos es correcta?:    1=> Investigación en la que la decisión de prescri- bir los medicamentos en investigación se to-ma junto con la de incluir al sujeto en el estu- dio clínico.  2=> Investigación que implique la recogida de  datos individuales relativos a la salud de per- sonas con el fin de obtener información sobre  los patrones de utilización de los medicamen-tos en la población.  3=> Investigación en la que se aplican procedi- mientos de diagnóstico o seguimiento a los sujetos de ensayo que van más allá de la prác- tica clínica habitual.  4=> Investigación destinada a descubrir o com- probar los efectos clínicos, farmacológicos o  demás efectos farmacodinámicos de uno o más medicamentos.   "
2022,194,2,"194=> Indique la respuesta correcta sobre el uso de  anticuerpos unidos a fá rmacos en inmunotera- pia antitumoral:    1=> Supone una ventaja, ya que los anticuerpos  son proteínas muy resistentes al pH del estó- mago y previenen la desnaturalización del fármaco.  2=> Supone una ventaja, ya que usa la especifici- dad de los anticuerpos para que la acción del fármaco se ejerza sobre las células a las que  se une el anticuerpo.  3=> A pesar de presentar bastantes beneficios,  presentan una desventaja, ya que los anticuer- pos presentan reactividad cruzada asociada y  se pueden unir tanto al tejido canceroso como  al tejido sano.  4=> Supone una ventaja, ya que la generación y  purificación de los anticuerpos es muy senci- lla y por tanto el coste del tratamiento es bajo                          "
2022,195,3," 195. Si desarrollamos un animal knock-out  para el  componente C4 del sistema del Complemento, ¿cuál de los siguientes procesos no podrá efec- tuarse?:    1=> Formación de anafilotoxinas.  2=> Formación del complejo de ataque a mem- brana (MAC).  3=> Formación de la C3 convertasa de la vía de  las lectinas.  4=> Formación de la C3 convertasa de la vía al- ternativa.   "
2022,196,3,"196. La reacción en el centro germinal es una parte  importante del desarrollo  dependiente de antí- geno de los linfocitos B. ¿Mediante cuáles de los mecanismos siguientes se produce?:    1=> La expansión clonal, la proliferación, el cam- bio de clase de inmunoglobulina y la exclu- sión alélica.  2=> La hipermutación somática, la edición del  TCR, el cambio de isotip o y la diferenciación 3=> La expansión clonal, el cambio de isotipo, la  hipermutación somática y la diferenciación.  4=> La hipermutación somática, el reordenamien- to del segmento variable del BCR y la activa- ción de los linfocitos B.    "
2022,197,3,197. La activación de las células B para producir  anticuerpos de alta afi nidad requiere la unión  del antígeno por el recept or de célula B (BCR):     1=> Como contacto directo con una célula T  cooperadora CD8+ activada en el timo.  2=> Como contacto directo con una célula T  cooperadora CD4+ activada en el timo.  3=> Como contacto directo con una célula T  cooperadora CD4+ activ ada en el ganglio lin- fático.  4=> Como contacto directo con una célula T  cooperadora CD8+ activ ada en el ganglio lin- fático.   
2022,198,4,"198. ¿Cuál de las siguientes moléculas participa en la  señalización y activación de los linfocitos T,  constituyendo la segunda señal de activación?:    1=> CD3=>  2=> CD4 y CD8.  3=> CD5.  4=> CD28.                                       "
2022,199,2, 199. Indique cuál de las siguientes afirmaciones  sobre las inmunodeficiencias (IDs) es INCO-RRECTA:    1=> Las IDs que afectan a los mecanismos de  fagocitosis van asociadas de forma frecuente  a infecciones por bact erias extracelulares.  2=> Las IDs de proteínas del sistema del comple- mento provocan una mayor incidencia de in- fecciones víricas.  3=> La severidad de las IDs causadas por linfoci- tos B depende del isotipo de Ig afectado.  4=> Las IDs primarias son congénitas y las secun- darias son inducidas por agentes externos.   
2022,200,2,"200. Ingresa en la UCI un paciente hematológico con  fiebre, hipotensión y distr és respiratorio, requi- riendo del uso de noradrenalina y de ventilación  mecánica para mantener las constantes en ran-go. Ocurre después de la administración de un  nuevo anticuerpo monoclonal biespecífico.  ¿Qué síndrome es más probable en este pacien-te?:    1=> Síndrome serotoninérgico.  2=> Síndrome de liberación de citocinas.  3=> Síndrome neuroléptico maligno.  4=> Síndrome de tipo DRESS (reacción de sensi- bilidad a medicamentos con eosinofilia y sín- tomas sistémicos).   "
2022,201,2,201=> ¿Cuál de las siguientes modificaciones en la  estructura de las tetraciclinas aumenta su esta-bilidad sin pérdida de actividad biológica?:    1=> Sustitución del grupo amida en posición 2 por  un nitrilo.  2=> Eliminación del grupo hidroxilo en la posi- ción 6.  3=> Introducción de grupos alquilo voluminosos  en el nitrógeno amídico.  4=> Eliminación de un agrupamiento β- hidroxicarbonilo.   
2022,202,1,202=> ¿Cuál de los siguientes microorganismos se  transmite por mordedura de rata?:    1=> Streptobacillus moniliformis .  2=> Bartonella bacilliformis .  3=> Rickettsia typhi.   4=> Coxiella burnetti .                                         
2022,203,4," 203=> En una unidad de urgencias pediátricas se em- plea de rutina como solución de mantenimiento un suero glucosalino 1/3 (contiene glucosa al  3,3% y NaCl 0,3%; o lo que es lo mismo, gluco- sa 183 mmol/L y NaCl 51 mmol/L). ¿Cuál es la afirmación correcta con res pecto a este suero?:    1=> Es hiposmótico con respecto al plasma hu- mano.  2=> Es hiperosmótico con respecto al plasma hu- mano.  3=> Es hipertónico con respecto al plasma hu- mano.  4=> Es isosmótico con respecto al plasma hu- mano.   "
2022,204,2,204=> ¿Cuál de los siguientes antivíricos está indicado  solo en profilaxis de la reactivación del citome- galovirus (CMV) y no en el tratamiento de la  enfermedad causada por este virus en pacientes  receptores de un trasplante?:    1=> Foscarnet.  2=> Letermovir.  3=> Cidofovir.   4=> Valganciclovir.   
2022,205,1,"205. Señale la opción correc ta en relación a los fos- foglicéridos:    1=> El factor activador de plaquetas pertenece a  esta clase.  2=> Son lípidos insaponificables si tienen carga  neta neutra, y saponif icables si negativa.  3=> El fosfatidilinositol, que se encuentra libre en  el citoplasma celular, es un importante pre-cursor de segundos mensajeros intracelulares.  4=> La cardiolipina es el principal componente de  la membrana plasmática del músculo cardiaco estriado.   "
2022,206,4,206. ¿Cuál de los siguientes antibióticos es inactiva- do por el surfactante pulmonar?:    1=> Ceftriaxona.  2=> Levofloxacino.  3=> Linezolid.  4=> Daptomicina.   
2022,207,2,207. ¿Cuál de los siguientes emparejamientos entre  fármaco antidiabético y efecto adverso es IN- CORRECTO?:    1=> Insulina - hipoglucemia.  2=> Sulfonilureas - pérdida de peso.  3=> Biguanidas - náuseas y diarrea.  4=> Glitazonas - retención de fluidos y edemas.                         
2022,208,4,"208.   Los llamados inhibidores mixtos son un tipo de inhibidores enzimáticos. Con respecto a estos:    1=> Se denominan así en referencia a que pueden  unirse al mismo sitio que el sustrato o a otro  diferente.  2=> Afectan a la Km aparente, pero no a la velo- cidad máxima (V max).  3=> En la práctica, sólo se observan en enzimas  con un único sustrato.  4=> Pueden provocar un aumento o disminución  de la Km aparente según sea la forma del en-zima a la que más fuertemente se une el inhi- bidor.   "
2022,209,4,209. El índice de masa corporal:    1=> Es una proporción.  2=> Es una odds.  3=> Es una tasa.  4=> Es una razón.   
2022,210,3,"210. En un método analítico, la concordancia entre  el valor medido y el valor real se relaciona con la siguiente propiedad analítica:    1=> La selectividad.  2=> La precisión.  3=> La exactitud.  4=> La sensibilidad.                                                            "
